station_origin,station_destination,flows,population,jobs,distance
South Kenton,Piccadilly Circus,14,1073,13641,17078.301230493118
South Kenton,Pimlico,1,1073,5585,18495.931647004993
South Kenton,Putney Bridge,1,1073,2494,15734.237930527423
South Kenton,Queen's Park,36,1073,2167,9380.879366343597
South Kenton,Regent's Park,4,1073,3364,15381.636910698426
South Kenton,Richmond,8,1073,5397,15827.081741803328
South Kenton,Russell Square,0,1073,5172,16986.91562321626
South Kenton,Shepherd's Bush,10,1073,9890,10550.329764474123
South Kenton,Sloane Square,0,1073,8229,15930.344956010875
South Kenton,South Acton,1,1073,975,10861.924816258297
South Kenton,South Hampstead,5,1073,236,11421.693966948187
South Kenton,South Kensington,2,1073,15325,14757.13933046807
South Kenton,Southfields,0,1073,1351,18423.62052038084
South Kenton,Southwark,1,1073,10326,19416.261895291307
South Kenton,St. James's Park,2,1073,13339,17873.367054642193
South Kenton,St. Paul's,9,1073,13446,19353.949547513053
South Kenton,Stonebridge Park,26,1073,729,4001.931076091246
South Kenton,Stratford,5,1073,55954,25828.221916649192
South Kenton,Temple,0,1073,6780,18785.00285929777
South Kenton,Tooting Broadway,1,1073,4506,26898.10879488038
South Kenton,Tottenham Court Road,1,1073,19126,16976.29850377325
South Kenton,Tower Hill,4,1073,8286,20759.122969029133
South Kenton,Uxbridge,0,1073,4316,33193.36635439337
South Kenton,Vauxhall,6,1073,16242,19321.245936768817
South Kenton,Victoria,15,1073,33251,17096.079679973707
South Kenton,Warren Street,0,1073,17309,15799.270779214245
South Kenton,Warwick Avenue,19,1073,1174,11830.066124077992
South Kenton,Waterloo,12,1073,23466,18759.846727855143
South Kenton,Watford High Street,25,1073,790,11888.162880833894
South Kenton,Watford Junction,36,1073,1367,13294.161836027884
South Kenton,Wembley Central,131,1073,1327,2283.839859592853
South Kenton,West Brompton,5,1073,5859,13094.717214698328
South Kenton,West Hampstead,0,1073,5856,10867.156283693066
South Kenton,Westminster,1,1073,15466,18132.81004152519
South Kenton,White City,1,1073,5966,11850.806111188693
South Kenton,Willesden Junction,169,1073,4165,6644.056663023587
South Kenton,Wimbledon,4,1073,6295,21439.109464292902
South Quay,Abbey Road,0,1677,345,6089.597423699967
South Quay,All Saints,12,1677,444,2343.25067465526
South Quay,Bank and Monument,898,1677,78549,6390.522106106038
South Quay,Beckton,0,1677,442,10141.896060099252
South Quay,Beckton Park,0,1677,88,7535.773602352446
South Quay,Blackwall,1,1677,665,2314.237551258642
South Quay,Bow Church,25,1677,925,4340.473118948802
South Quay,Canary Wharf,58,1677,58772,1003.1924826650777
South Quay,Canning Town,6,1677,15428,3860.7232390530635
South Quay,Crossharbour,4,1677,1208,596.7376127558803
South Quay,Custom House,1,1677,845,5456.638990526935
South Quay,Cutty Sark,34,1677,1748,2414.1391583292852
South Quay,Cyprus,2,1677,850,8163.886239590641
South Quay,Deptford Bridge,14,1677,840,3832.631578115749
South Quay,Devons Road,8,1677,611,3701.9885941530433
South Quay,East India,3,1677,1522,2705.536720418968
South Quay,Elverson Road,0,1677,226,4560.126150609434
South Quay,Gallions Reach,1,1677,557,8905.655348299324
South Quay,Greenwich,25,1677,1189,3047.7755458775005
South Quay,Heron Quays,66,1677,5975,651.6297736553091
South Quay,Island Gardens,30,1677,691,1616.5479688784335
South Quay,King George V,1,1677,800,8437.790003699352
South Quay,Langdon Park,69,1677,1989,2849.654384463126
South Quay,Lewisham,50,1677,2400,5123.6704087338985
South Quay,Limehouse,86,1677,2969,2880.9805539025147
South Quay,London City Airport,5,1677,1941,7409.213589955206
South Quay,Mudchute,10,1677,302,1063.0963186086283
South Quay,Pontoon Dock,3,1677,1123,6267.875251155453
South Quay,Poplar,10,1677,1301,1591.284821956036
South Quay,Prince Regent,3,1677,754,5981.126568499572
South Quay,Pudding Mill Lane,2,1677,431,5348.7543540017805
South Quay,Royal Albert,1,1677,684,6869.5465808175895
South Quay,Royal Victoria,2,1677,763,4850.294621117123
South Quay,Shadwell,127,1677,7447,4073.4629449042404
South Quay,Star Lane,0,1677,1052,4727.6927097935
South Quay,Stratford,43,1677,55954,6485.776421912426
South Quay,Stratford International,3,1677,1546,7806.84223504695
South Quay,Tower Gateway,62,1677,3342,5350.742512545817
South Quay,West Ham,0,1677,5487,5555.762172878856
South Quay,West India Quay,3,1677,400,1330.428030720539
South Quay,West Silvertown,0,1677,893,5511.826435859797
South Quay,Westferry,8,1677,1250,1907.3749922509437
South Quay,Woolwich Arsenal,1,1677,4428,10867.04065480181
South Ruislip,Acton Town,3,1398,2202,16443.12896842243
South Ruislip,Aldgate,6,1398,7782,26043.546074647253
South Ruislip,Aldgate East,1,1398,7932,26285.590400079433
South Ruislip,Angel,6,1398,8103,24164.721120080078
South Ruislip,Archway,0,1398,2193,26530.68421614681
South Ruislip,Baker Street,3,1398,14973,20944.660560449935
South Ruislip,Balham,0,1398,3814,29158.762690134172
South Ruislip,Bank and Monument,87,1398,78549,24606.652892844293
South Ruislip,Barbican,1,1398,9134,25303.29930507645
South Ruislip,Barking,0,1398,7004,38180.37296525604
South Ruislip,Belsize Park,1,1398,2255,25526.500677702283
South Ruislip,Bethnal Green,4,1398,4660,27855.336302276482
South Ruislip,Blackfriars,0,1398,10849,23847.741628948166
South Ruislip,Blackhorse Road,0,1398,2955,33047.48763874191
South Ruislip,Bond Street,41,1398,20967,19870.86563588289
South Ruislip,Borough,1,1398,3254,25339.8834586107
South Ruislip,Bow Road,0,1398,1193,29983.21887511959
South Ruislip,Brixton,5,1398,5084,26725.511181700098
South Ruislip,Bromley-by-Bow,0,1398,1613,30991.98388327638
South Ruislip,Caledonian Road,1,1398,1803,25019.069381532034
South Ruislip,Camden Town,3,1398,6348,23494.644402495924
South Ruislip,Canada Water,1,1398,20443,27902.59284544043
South Ruislip,Canary Wharf,23,1398,58772,29993.98251628525
South Ruislip,Canning Town,2,1398,15428,32041.743542543787
South Ruislip,Chancery Lane,54,1398,15391,22662.003395129195
South Ruislip,Charing Cross,5,1398,7016,21960.811730135138
South Ruislip,Chiswick Park,4,1398,1517,17718.060296431217
South Ruislip,Colliers Wood,0,1398,865,32489.196378124427
South Ruislip,Covent Garden,0,1398,4355,22129.216387920787
South Ruislip,Dagenham Heathway,0,1398,1108,42902.98541729435
South Ruislip,Ealing Broadway,25,1398,4846,13851.242370386024
South Ruislip,Earl's Court,6,1398,6613,17406.425515543757
South Ruislip,East Acton,36,1398,1505,11603.416790200787
South Ruislip,East Ham,1,1398,2062,35755.458448079786
South Ruislip,East Putney,3,1398,1877,21103.482990308505
South Ruislip,Edgware Road,2,1398,6868,19909.841703059647
South Ruislip,Elephant & Castle,5,1398,6427,24639.941052001217
South Ruislip,Embankment,1,1398,10220,22301.13756095806
South Ruislip,Euston,7,1398,16800,22121.0683015138
South Ruislip,Farringdon,0,1398,25592,24842.396835487867
South Ruislip,Finchley Central,2,1398,1921,32240.422953106274
South Ruislip,Finchley Road,0,1398,3417,23746.135516482456
South Ruislip,Finsbury Park,3,1398,6769,27073.82463638915
South Ruislip,Fulham Broadway,6,1398,4200,18348.177945119016
South Ruislip,Gants Hill,0,1398,601,40247.34565448788
South Ruislip,Gloucester Road,5,1398,5194,18316.527545975692
South Ruislip,Goodge Street,0,1398,6457,21943.94455316041
South Ruislip,Green Park,7,1398,26754,21019.757285772375
South Ruislip,Greenford,40,1398,1157,4142.339650562692
South Ruislip,Hammersmith,24,1398,18250,19805.016033669486
South Ruislip,Hanger Lane,36,1398,1493,7968.635298350326
South Ruislip,High Barnet,1,1398,953,38493.42604454538
South Ruislip,High Street Kensington,7,1398,5427,17433.047846661946
South Ruislip,Highbury & Islington,4,1398,25385,25566.22987279246
South Ruislip,Hillingdon,1,1398,318,32465.758849315116
South Ruislip,Holborn,36,1398,22346,22096.528468332996
South Ruislip,Holland Park,12,1398,2063,15772.70027371102
South Ruislip,Holloway Road,0,1398,1696,25634.362575599334
South Ruislip,Hyde Park Corner,0,1398,2410,20952.573459225656
South Ruislip,Kentish Town,1,1398,3404,24772.575618137635
South Ruislip,King's Cross St. Pancras,16,1398,33330,22984.421858556434
South Ruislip,Knightsbridge,2,1398,6821,20368.632126323257
South Ruislip,Ladbroke Grove,3,1398,2131,21833.824178185758
South Ruislip,Lambeth North,1,1398,1319,23644.234933034935
South Ruislip,Lancaster Gate,11,1398,1820,17968.86285545086
South Ruislip,Latimer Road,2,1398,1109,22329.95940291848
South Ruislip,Leicester Square,3,1398,8847,21763.69419604264
South Ruislip,Leyton,0,1398,1447,34277.82734708128
South Ruislip,Leytonstone,1,1398,1844,35941.6933685157
South Ruislip,Liverpool Street,70,1398,61122,25448.143774744025
South Ruislip,London Bridge,19,1398,29930,24825.302606964102
South Ruislip,Marble Arch,30,1398,6145,19187.44175314149
South Ruislip,Mile End,6,1398,3759,29358.300486334294
South Ruislip,Moorgate,1,1398,24574,25383.46965451748
South Ruislip,Morden,0,1398,1447,35100.86506803903
South Ruislip,Mornington Crescent,2,1398,2927,22904.444155615227
South Ruislip,Newbury Park,1,1398,559,42605.099058784814
South Ruislip,North Acton,55,1398,3168,10422.910780285682
South Ruislip,North Greenwich,1,1398,6276,31823.757866164957
South Ruislip,Northolt,31,1398,663,2323.9359070066093
South Ruislip,Notting Hill Gate,39,1398,5490,16472.419410450042
South Ruislip,Old Street,10,1398,15897,25685.347944311674
South Ruislip,Oval,1,1398,2544,25745.872595794997
South Ruislip,Oxford Circus,49,1398,44368,20425.19592003858
South Ruislip,Paddington,11,1398,20198,19121.227857899343
South Ruislip,Parsons Green,1,1398,2711,19050.508942447002
South Ruislip,Perivale,26,1398,532,5738.748049933647
South Ruislip,Piccadilly Circus,5,1398,13641,21389.011079057786
South Ruislip,Pimlico,5,1398,5585,22806.641495569656
South Ruislip,Putney Bridge,1,1398,2494,20044.94777909208
South Ruislip,Queensway,3,1398,1882,17110.729988164072
South Ruislip,Ravenscourt Park,1,1398,1895,19985.19888949535
South Ruislip,Regent's Park,2,1398,3364,21403.229668718774
South Ruislip,Richmond,2,1398,5397,24161.27055155915
South Ruislip,Royal Oak,2,1398,856,20058.510318407403
South Ruislip,Ruislip Gardens,17,1398,167,885.8797727632501
South Ruislip,Russell Square,0,1398,5172,22802.94989409095
South Ruislip,Seven Sisters,0,1398,10191,30479.77691141747
South Ruislip,Shepherd's Bush,89,1398,9890,14861.039613038785
South Ruislip,Sloane Square,5,1398,8229,20241.05480457554
South Ruislip,South Kensington,7,1398,15325,19067.84917903273
South Ruislip,Southwark,13,1398,10326,23726.971743855975
South Ruislip,St. James's Park,7,1398,13339,22184.076903206857
South Ruislip,St. John's Wood,1,1398,3982,23083.558373221847
South Ruislip,St. Paul's,68,1398,13446,23757.140966871833
South Ruislip,Stamford Brook,2,1398,784,19275.920449555226
South Ruislip,Stepney Green,1,1398,1879,28329.053512326303
South Ruislip,Stockwell,2,1398,1623,25138.79370462127
South Ruislip,Stratford,16,1398,55954,32146.48794921378
South Ruislip,Swiss Cottage,0,1398,2598,24053.47761944103
South Ruislip,Tooting Broadway,3,1398,4506,31208.818643445044
South Ruislip,Tottenham Court Road,34,1398,19126,21299.48195131171
South Ruislip,Tottenham Hale,2,1398,3239,31633.333641167206
South Ruislip,Tower Hill,0,1398,8286,25446.367587086443
South Ruislip,Turnham Green,2,1398,1515,18665.641464918815
South Ruislip,Turnpike Lane,0,1398,992,30511.586845837777
South Ruislip,Upton Park,0,1398,1642,34455.19216191107
South Ruislip,Vauxhall,12,1398,16242,23631.95578533348
South Ruislip,Victoria,36,1398,33251,21406.78952853837
South Ruislip,Walthamstow Central,0,1398,5271,34606.476148643116
South Ruislip,Warren Street,7,1398,17309,21574.881882736983
South Ruislip,Waterloo,9,1398,23466,23070.55657641981
South Ruislip,West Acton,5,1398,488,12234.366331963778
South Ruislip,West Brompton,6,1398,5859,17405.42706326299
South Ruislip,West Ham,0,1398,5487,32204.22849430155
South Ruislip,West Ruislip,17,1398,194,3010.259525504797
South Ruislip,Westbourne Park,3,1398,1347,21027.902330609642
South Ruislip,Westminster,15,1398,15466,22443.519890089854
South Ruislip,White City,75,1398,5966,13560.563266324216
South Ruislip,Whitechapel,2,1398,17633,27248.910464554458
South Ruislip,Wimbledon,6,1398,6295,25749.81931285756
South Ruislip,Wood Green,0,1398,2146,31442.399999960522
South Ruislip,Woodside Park,0,1398,745,34423.70580516081
South Tottenham,Acton Central,0,420,750,16758.67489066898
South Tottenham,Barking,106,420,7004,12758.570195213139
South Tottenham,Blackhorse Road,5,420,2955,2291.113165500876
South Tottenham,Brondesbury,2,420,712,10319.419264885502
South Tottenham,Brondesbury Park,2,420,895,11061.590015245894
South Tottenham,Camden Road,1,420,3784,8469.876528490988
South Tottenham,Crouch Hill,13,420,404,3365.404270857891
South Tottenham,Finchley Road & Frognal,6,420,1529,8839.55971259914
South Tottenham,Gospel Oak,60,420,2025,6480.503062475711
South Tottenham,Gunnersbury,1,420,4775,18927.98588070109
South Tottenham,Hampstead Heath,14,420,2792,7419.0481650466745
South Tottenham,Harlesden,0,420,1668,14840.489887710086
South Tottenham,Harringay Green Lanes,6,420,544,1858.79358334206
South Tottenham,Harrow & Wealdstone,0,420,1335,23508.171012125807
South Tottenham,Imperial Wharf,1,420,2049,21721.128760764677
South Tottenham,Kensal Rise,4,420,1376,12064.099394401177
South Tottenham,Kensington,1,420,2252,18598.293791503947
South Tottenham,Kentish Town West,0,420,1128,7571.645548164742
South Tottenham,Leyton Midland Road,17,420,445,5495.749383302898
South Tottenham,Leytonstone High Road,23,420,314,6709.848027895999
South Tottenham,Richmond,1,420,5397,22876.32859478992
South Tottenham,Shepherd's Bush,1,420,9890,17599.576617460712
South Tottenham,South Acton,0,420,975,17911.171669244886
South Tottenham,Stonebridge Park,0,420,729,16335.42910294252
South Tottenham,Stratford,0,420,55954,16621.20656627414
South Tottenham,Upper Holloway,79,420,898,4580.305996010005
South Tottenham,Walthamstow Queens Road,17,420,1267,3713.786373833357
South Tottenham,Wanstead Park,24,420,416,8629.145722868416
South Tottenham,Wembley Central,0,420,1327,18053.520319440915
South Tottenham,West Brompton,0,420,5859,20143.964067684916
South Tottenham,West Hampstead,13,420,5856,9470.2038953407
South Tottenham,Willesden Junction,4,420,4165,13693.303516010177
South Tottenham,Woodgrange Park,19,420,242,9949.927558574798
South Wimbledon,Aldgate,11,3783,7782,15126.866379720728
South Wimbledon,Aldgate East,23,3783,7932,15368.91070515291
South Wimbledon,Angel,65,3783,8103,16840.923507216736
South Wimbledon,Archway,3,3783,2193,20486.45682359096
South Wimbledon,Arnos Grove,1,3783,748,27852.98700241062
South Wimbledon,Arsenal,0,3783,315,19851.988384089018
South Wimbledon,Baker Street,17,3783,14973,16154.526352141096
South Wimbledon,Balham,125,3783,3814,4408.876819140978
South Wimbledon,Bank and Monument,489,3783,78549,13689.973197917767
South Wimbledon,Barbican,10,3783,9134,15174.066108704668
South Wimbledon,Barking,2,3783,7004,27263.693270329524
South Wimbledon,Barkingside,0,3783,262,32818.9545495624
South Wimbledon,Becontree,0,3783,456,30558.129111194292
South Wimbledon,Belsize Park,4,3783,2255,19482.273285146435
South Wimbledon,Bermondsey,3,3783,3172,14891.050364807084
South Wimbledon,Bethnal Green,6,3783,4660,16938.656607349956
South Wimbledon,Blackfriars,22,3783,10849,14704.202927994276
South Wimbledon,Blackhorse Road,2,3783,2955,26471.400850530714
South Wimbledon,Bond Street,20,3783,20967,14519.316777824031
South Wimbledon,Borough,69,3783,3254,12288.680912053094
South Wimbledon,Bounds Green,0,3783,778,26498.739575648124
South Wimbledon,Bow Road,0,3783,1193,19066.539180193067
South Wimbledon,Brent Cross,1,3783,450,24561.034159136732
South Wimbledon,Brixton,22,3783,5084,10015.563281732706
South Wimbledon,Bromley-by-Bow,2,3783,1613,20075.30418834986
South Wimbledon,Burnt Oak,1,3783,649,29153.54948868194
South Wimbledon,Caledonian Road,3,3783,1803,18569.983646965055
South Wimbledon,Camden Town,16,3783,6348,17450.417009940076
South Wimbledon,Canada Water,3,3783,20443,15880.552002176024
South Wimbledon,Canary Wharf,123,3783,58772,18482.37245201246
South Wimbledon,Canning Town,8,3783,15428,21125.063847617264
South Wimbledon,Cannon Street,2,3783,4698,14019.280880926213
South Wimbledon,Chalk Farm,5,3783,1329,18444.182886813753
South Wimbledon,Chancery Lane,29,3783,15391,15523.911919291508
South Wimbledon,Charing Cross,34,3783,7016,13497.924690827092
South Wimbledon,Clapham Common,49,3783,2020,6833.79595582129
South Wimbledon,Clapham North,37,3783,1238,7476.55002343112
South Wimbledon,Clapham South,47,3783,1513,5581.488991978237
